name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
new york city,2015-05-28,28.4,21,24.5,29.9,21,24.8,17.6,67.4,0,0,0,,0,0,27.7,14.6,187.4,1020.7,54.4,13.4,237.6,20.6,7,,2015-05-28T05:29:17,2015-05-28T20:17:45,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-05-29,28.4,18.4,22.3,27.9,18.4,22.3,12.5,54.9,0,0,0,,0,0,25.9,15.6,75.3,1024.6,12.3,16,344.8,29.8,10,,2015-05-29T05:28:44,2015-05-29T20:18:33,0.37,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-05-30,28.6,19.2,23.5,29.4,19.2,23.6,16.9,67.7,0,0,0,,0,0,46.4,21.1,182.9,1020.8,19.4,15.9,346.7,29.9,10,,2015-05-30T05:28:12,2015-05-30T20:19:19,0.4,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-05-31,29.7,16.8,22.9,30.9,16.8,23,17.6,73.3,34.211,100,37.5,rain,0,0,42.5,18,170.4,1017.5,62.1,13.7,321.4,27.8,9,,2015-05-31T05:27:43,2015-05-31T20:20:05,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-06-01,14.8,11.6,13.3,14.8,11.6,13.3,11.7,90.2,20.507,100,58.33,rain,0,0,40.7,27.7,65,1019.8,100,8.3,158.5,13.7,6,,2015-06-01T05:27:15,2015-06-01T20:20:49,0.47,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-06-02,12.4,10,11.3,12.4,7.7,11.1,9.6,89,10.43,100,83.33,rain,0,0,35.3,24.8,52.8,1020.5,100,10.7,96,8.3,3,,2015-06-02T05:26:50,2015-06-02T20:21:33,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-06-03,20.7,11.3,14.8,20.7,11.3,14.8,9.6,72.6,0,0,0,,0,0,29.5,13.7,88.6,1022.9,68.4,15.5,261.6,22.6,9,,2015-06-03T05:26:27,2015-06-03T20:22:15,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-06-04,17.7,12.4,14.6,17.7,12.4,14.6,8.9,68.8,0,0,0,,0,0,,17,72.3,1024.3,65.8,16,192.5,16.7,6,,2015-06-04T05:26:05,2015-06-04T20:22:55,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-06-05,20.5,13,15.6,20.5,13,15.6,11.1,74.5,2.206,100,16.67,rain,0,0,,12.6,61.6,1018.3,88.2,13.6,102.4,8.9,3,,2015-06-05T05:25:45,2015-06-05T20:23:35,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-06-06,23.7,15.6,19.1,23.7,15.6,19.1,10.5,64.8,7.103,100,12.5,rain,0,0,41.1,20.7,13.7,1013.7,63.4,12.8,126.8,10.9,4,,2015-06-06T05:25:28,2015-06-06T20:24:13,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-06-07,22.5,13.5,18.2,22.5,13.5,18.2,5.6,43.9,0,0,0,,0,0,42.5,27.7,159.3,1020.8,13.7,16,362.9,31.2,10,,2015-06-07T05:25:12,2015-06-07T20:24:50,0.68,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-06-08,25.8,17.2,20.7,25.8,17.2,20.7,14.1,66.2,0.52,100,16.67,rain,0,0,47.9,22.3,183.5,1013.7,67.2,15.7,330.3,28.4,9,,2015-06-08T05:24:59,2015-06-08T20:25:25,0.72,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-06-09,28.3,20,23.5,28.6,20,23.6,16.8,68.9,1.277,100,12.5,rain,0,0,41.5,21.1,235.4,1005.9,68.2,14.5,304,26.3,9,,2015-06-09T05:24:47,2015-06-09T20:25:59,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-06-10,27.7,19,23.5,27.3,19,23.5,13.6,54.7,0,0,0,,0,0,38.9,25.9,233.4,1010.8,13.6,15.8,349.2,30,10,,2015-06-10T05:24:38,2015-06-10T20:26:31,0.79,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-06-11,32,22.2,27.3,33.6,22.2,28,17.4,55.3,0,0,0,,0,0,33.5,16.6,234.9,1011.5,34,12.5,210.7,18.3,7,,2015-06-11T05:24:30,2015-06-11T20:27:02,0.82,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-06-12,30,23.4,27.2,32,23.4,28.2,17.8,56.6,0,0,0,,0,0,37.1,15.2,119.3,1012.7,25.9,13.8,286.4,24.7,9,,2015-06-12T05:24:24,2015-06-12T20:27:31,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-06-13,29.1,24.4,26.8,30.3,24.4,27,15.2,50.4,0,0,0,,0,0,37.1,20.6,334.2,1012.9,41.4,16,300.3,26,8,,2015-06-13T05:24:20,2015-06-13T20:27:58,0.89,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-06-14,30.2,19.5,25,29.8,19.5,24.9,14.7,54.2,1.649,100,4.17,rain,0,0,35.3,18.4,151.7,1016.9,32.2,15.6,289.1,25,9,,2015-06-14T05:24:19,2015-06-14T20:28:24,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-06-15,27.4,17.7,20.9,29.6,17.7,21,18.7,87.7,21.408,100,54.17,rain,0,0,40.7,21.6,78.7,1014.5,99.1,7,248.7,21.7,7,,2015-06-15T05:24:19,2015-06-15T20:28:48,0.97,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-06-16,25.8,18.2,21.6,25.8,18.2,21.6,18,80.4,7.385,100,12.5,rain,0,0,35.3,10.8,7.3,1012.3,78.7,10.8,268.9,23.1,7,,2015-06-16T05:24:21,2015-06-16T20:29:11,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-06-17,26.6,19.4,22.4,26.6,19.4,22.4,14.5,61.6,0,0,0,,0,0,25.9,20.5,56.7,1018.5,30.2,15.5,336.8,29.2,9,,2015-06-17T05:24:25,2015-06-17T20:29:31,0.03,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-06-18,20.6,18,19.3,20.6,18,19.3,14.6,74.4,0,0,0,,0,0,,18.4,161.8,1017.7,91.7,15.7,205.4,17.8,7,,2015-06-18T05:24:31,2015-06-18T20:29:50,0.07,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-06-19,29,19.4,24.3,29.3,19.4,24.5,17,65.5,0,0,0,,0,0,35.3,15.5,338.8,1012.9,72.5,15.4,274.3,23.7,9,,2015-06-19T05:24:39,2015-06-19T20:30:07,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-06-20,24.7,18.2,20.3,24.7,18.2,20.3,14.5,70.9,0,0,0,,0,0,35.3,18.9,60.9,1016.9,91.1,11.7,159.5,13.7,5,,2015-06-20T05:24:49,2015-06-20T20:30:23,0.13,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-06-21,31.3,20.8,25.3,32.5,20.8,25.8,19.9,74.3,15.32,100,33.33,rain,0,0,66.6,19.5,287,1007.4,78.1,11.1,262.3,22.6,9,,2015-06-21T05:25:00,2015-06-21T20:30:36,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-06-22,30.3,22,26.3,30,22,26.2,16.1,55.9,0,0,0,,0,0,38.9,25.9,292.8,1013.4,22.2,15.9,350.8,30.3,10,,2015-06-22T05:25:14,2015-06-22T20:30:47,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-06-23,31.8,24.7,27.9,35.2,24.7,29.5,20,62.7,0.878,100,8.33,rain,0,0,79.6,31.7,227.4,1010.7,35.8,14.6,169.6,14.6,5,,2015-06-23T05:25:29,2015-06-23T20:30:57,0.23,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-06-24,28.4,20.2,24.7,27.8,20.2,24.6,12.9,49.1,0,0,0,,0,0,38.9,20.5,324.5,1014.8,16.1,16,356.1,30.7,10,,2015-06-24T05:25:46,2015-06-24T20:31:05,0.25,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-06-25,28.4,19.5,24,27.4,19.5,23.9,10.7,43.9,0,0,0,,0,0,33.5,15,238.1,1016.5,31.1,16,318.6,27.5,9,,2015-06-25T05:26:05,2015-06-25T20:31:10,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-06-26,26.2,21.3,23.4,26.2,21.3,23.4,14.2,57,0,0,0,,0,0,33.5,22,66.1,1014.9,65.9,16,286,24.7,9,,2015-06-26T05:26:25,2015-06-26T20:31:14,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-06-27,21.4,15.2,19.2,21.4,15.2,19.2,13.2,69.5,22.622,100,33.33,rain,0,0,37.2,24.8,91.4,1017.8,86.9,13.5,116.9,10.1,4,,2015-06-27T05:26:47,2015-06-27T20:31:16,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-06-28,22.5,16.3,19.2,22.5,16.3,19.2,15.7,81.8,12.798,100,37.5,rain,0,0,46.4,28.5,54.1,1006,98.6,10.7,312.4,27,9,,2015-06-28T05:27:11,2015-06-28T20:31:16,0.39,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-06-29,24.5,17.4,21.5,24.5,17.4,21.5,12.6,57.2,0,0,0,,0,0,47.9,18.6,264.1,1011.3,46.1,16,351.5,30.3,10,,2015-06-29T05:27:36,2015-06-29T20:31:13,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-06-30,27.2,20,23.8,27.1,20,23.8,15.3,59.9,0,0,0,,0,0,46,29.5,175.1,1013.5,41.3,16,325.8,28.1,9,,2015-06-30T05:28:03,2015-06-30T20:31:09,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
