name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
new york city,2015-03-09,12.1,4.6,8.2,12.1,2.8,7.3,-4.5,41.4,0.38,100,8.33,rain,0,7.5,40.7,15.9,278.2,1021.1,28.5,15.8,200.2,17.5,7,,2015-03-09T07:17:46,2015-03-09T18:56:02,0.63,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-03-10,10.8,4.1,7,10.8,2.1,6.1,-0.2,61.8,9.495,100,25,rain,0,5,29.5,13.4,76.8,1023.1,51.7,12,96.4,8.4,5,,2015-03-10T07:16:09,2015-03-10T18:57:08,0.67,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-03-11,14.8,5.7,9.9,14.8,4.4,9.2,2.9,65.9,2.205,100,12.5,rain,0,2.5,40.7,21.3,295.9,1014.8,44.9,12.9,142.4,12.1,6,,2015-03-11T07:14:32,2015-03-11T18:58:13,0.7,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-03-12,9.2,3.9,6.5,6.5,0.4,3.2,-13.2,25.1,0,0,0,,0,1.3,57.4,27.2,321,1027.8,1.8,16,236.5,20.5,8,,2015-03-12T07:12:55,2015-03-12T18:59:19,0.74,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-03-13,5.3,-0.2,3,3.2,-3.3,-0.1,-12.7,32.6,0,0,0,,0,0.7,31,20.5,122.1,1034.8,18.3,16,180.6,15.6,7,,2015-03-13T07:11:17,2015-03-13T19:00:24,0.75,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-03-14,10,4.4,7.1,8.7,2.8,5.2,4.4,83.6,21.765,100,66.67,rain,0,0.5,31.7,20.5,204.1,1016.3,98.5,9.7,33.6,2.8,1,,2015-03-14T07:09:39,2015-03-14T19:01:29,0.8,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-03-15,7.5,3,5.5,5.4,-1.7,1.6,-1.7,60.7,0.047,100,4.17,rain,0,0,61.8,35.3,300.3,1008.7,92.1,15.8,174.4,15,6,,2015-03-15T07:08:01,2015-03-15T19:02:34,0.84,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-03-16,10.7,1.8,5.5,10.7,-2,3.8,-3.8,51.5,0,0,0,,0,0,31.9,18.6,295.3,1013.8,30.2,16,189.4,16.3,7,,2015-03-16T07:06:22,2015-03-16T19:03:39,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-03-17,13,1.7,8.7,13,-5.1,7,-1.7,49.4,0.429,100,8.33,rain,0,0,67.4,46.4,303.8,1005.1,69.7,15.2,161.1,14.1,7,,2015-03-17T07:04:44,2015-03-17T19:04:43,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-03-18,3.6,-1.3,0.7,-0.8,-8,-4.4,-12.5,37.1,0,0,0,,0,0,55.9,35.3,316.8,1016.9,46.9,16,226.1,19.6,8,,2015-03-18T07:03:05,2015-03-18T19:05:48,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-03-19,5.7,-1.7,1.6,3.9,-7.2,-1.9,-14.9,30.2,0,0,0,,0,0,37.1,22.3,313.9,1025.2,22.5,16,248.7,21.5,8,,2015-03-19T07:01:25,2015-03-19T19:06:52,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-03-20,3,-1.5,0.7,1.3,-7.2,-3.2,-8.9,55.7,9.059,100,41.67,"rain,snow",1.8,0.6,35.4,24.1,68.7,1025.1,77.9,8.9,62,5.3,2,,2015-03-20T06:59:46,2015-03-20T19:07:56,0,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-03-21,8.5,-1.7,2.7,6.5,-6.7,0.5,-1.6,74.1,0.08,100,4.17,"rain,snow",1.1,2,35.3,17.6,303.4,1016,85.8,10.1,222.9,19.3,8,,2015-03-21T06:58:07,2015-03-21T19:09:00,0.04,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-03-22,7.4,-1,3,3.8,-5.6,-1.1,-10,38.9,0,0,0,,0,0.2,42.5,27.7,311.4,1016.9,12.6,16,259.9,22.4,8,,2015-03-22T06:56:27,2015-03-22T19:10:04,0.08,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-03-23,3.2,-4.8,-0.8,-0.5,-10.3,-5,-15.1,34.5,0,0,0,,0,0,46.4,24.1,317.6,1023.1,6.9,16,261.2,22.5,9,,2015-03-23T06:54:48,2015-03-23T19:11:07,0.11,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-03-24,6.7,-3.3,1.4,6.7,-7.3,-1,-13,34,0,0,0,,0,0,,17.9,20.6,1026.6,38,16,237.9,20.6,8,,2015-03-24T06:53:08,2015-03-24T19:12:11,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-03-25,8.3,1,4.5,6.4,-1.2,2.8,-4.8,54.5,1.374,100,20.83,rain,0,0,32,20.9,163.5,1027.4,45.4,14.9,207.7,18,8,,2015-03-25T06:51:29,2015-03-25T19:13:14,0.17,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-03-26,15.9,5,9.2,15.9,3.9,8.9,7.1,86.5,5.717,100,25,rain,0,0,,18.1,28.2,1011,98.4,7,91.8,7.9,3,,2015-03-26T06:49:50,2015-03-26T19:14:17,0.21,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-03-27,7.4,4,5.9,7.2,1.3,4.2,0.8,71.4,9.048,100,33.33,rain,0,0,27.7,13.3,341.5,1006.9,100,15,161.8,14,6,,2015-03-27T06:48:10,2015-03-27T19:15:20,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-03-28,5.2,-1.5,2,3.1,-6.3,-1.9,-6.3,54.3,0,0,0,,0,0,37.3,22.3,338.2,1010.9,98.2,15.4,173.3,15.1,7,,2015-03-28T06:46:31,2015-03-28T19:16:24,0.27,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-03-29,7.9,-3.6,1.6,6.1,-9.8,-1.9,-14,33.6,0,0,0,,0,0,37.1,20.4,307,1022.3,41.2,15.6,279.1,24.1,9,,2015-03-29T06:44:52,2015-03-29T19:17:27,0.31,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-03-30,11.7,2.2,6.6,11.7,-0.7,4.5,-5.2,44.7,0,0,0,,0,0,51.6,29.5,255,1012.2,66.6,15.6,162.3,14,6,,2015-03-30T06:43:13,2015-03-30T19:18:30,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-03-31,7.9,2.2,4.9,7.7,-1,2.4,-1.8,64.5,4.238,100,29.17,rain,0,0,114.8,17.9,317.7,1009.9,73.8,14.9,140.8,12.3,5,,2015-03-31T06:41:34,2015-03-31T19:19:33,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-04-01,10.2,0.3,4.9,10.2,-2.7,2.9,-7.1,45.7,0,0,0,,0,0,35.3,18.6,308.1,1016.8,14.4,16,280.9,24.2,9,,2015-04-01T06:39:56,2015-04-01T19:20:35,0.41,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-04-02,18.4,5.5,11.6,18.4,4.2,11.2,-4.4,32.6,0,0,0,,0,0,43.1,27.7,213,1020.2,15.1,16,267.5,23.1,9,,2015-04-02T06:38:18,2015-04-02T19:21:38,0.44,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-04-03,17.2,14.2,16.1,17.2,14.2,16.1,8.5,63.1,1.027,100,12.5,rain,0,0,38.9,31.7,232.9,1009.2,81.9,13.7,107.8,9.3,5,,2015-04-03T06:36:40,2015-04-03T19:22:41,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-04-04,14.9,6.8,10.4,14.9,4.5,8.4,-0.6,51.2,0.22,100,4.17,rain,0,0,68.4,35.3,300.3,1009,50.6,14.3,276.7,23.9,9,,2015-04-04T06:35:02,2015-04-04T19:23:44,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-04-05,15.8,5.8,10.1,15.8,3.4,9.3,-4.8,35.5,0,0,0,,0,0,59,37.1,271.4,1021.1,49.2,16,277.6,24,9,,2015-04-05T06:33:25,2015-04-05T19:24:47,0.54,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-04-06,16.4,5.7,10.3,16.4,3.3,9.9,2.2,58.4,0,0,0,,0,0,35.3,15.5,63.1,1023.8,15.6,15.9,263.9,22.9,9,,2015-04-06T06:31:48,2015-04-06T19:25:50,0.58,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-04-07,16.4,6.2,11.2,16.4,2.7,10.1,5,67.2,3.691,100,25,rain,0,0,36.6,21.9,66.7,1022.9,93.1,13.8,105,9.2,4,,2015-04-07T06:30:12,2015-04-07T19:26:52,0.61,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-04-08,6.8,3,5.5,3.8,-1.8,1.8,0.1,69.4,0.38,100,8.33,rain,0,0,44.2,26.6,66.7,1026.4,100,15,56.6,4.8,2,,2015-04-08T06:28:35,2015-04-08T19:27:55,0.65,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-04-09,5.9,2.9,4,3.1,-1.8,0.3,1.3,82.9,0,0,0,,0,0,37.1,23.5,67.3,1025.3,100,12.8,56,4.8,2,,2015-04-09T06:27:00,2015-04-09T19:28:58,0.68,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-04-10,13.5,4,7.9,13.5,1.5,7,6,88.1,4.861,100,20.83,rain,0,0,31.7,16.3,229.2,1014,95.5,8.2,203.7,17.8,7,,2015-04-10T06:25:25,2015-04-10T19:30:01,0.72,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-04-11,13.4,8,11.9,13.4,5.3,11.6,0,45,0,0,0,,0,0,53.6,44.6,296.1,1014.8,19.2,15.9,292.8,25.4,9,,2015-04-11T06:23:50,2015-04-11T19:31:04,0.75,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-04-12,18.7,6.3,11.1,18.7,4.8,10.5,-2.1,41.8,0,0,0,,0,0,35.3,15.6,269.1,1025.4,3.7,16,302.3,26.1,9,,2015-04-12T06:22:16,2015-04-12T19:32:06,0.79,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-04-13,19.4,10,14.7,19.4,10,14.7,2.6,44.8,0,0,0,,0,0,47,25.9,187.7,1025.1,19.7,16,221.6,19.1,8,,2015-04-13T06:20:43,2015-04-13T19:33:09,0.82,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-04-14,18,12.9,15.6,18,12.9,15.6,4.9,52.2,0.22,100,4.17,rain,0,0,31.7,13.7,294.8,1020.1,64.6,16,90.7,7.8,3,,2015-04-14T06:19:10,2015-04-14T19:34:12,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-04-15,21.4,10.8,16.1,21.4,10.8,16.1,-5.6,24.4,0,0,0,,0,0,49,28.2,358.4,1021.9,19.9,16,220.5,19.1,7,,2015-04-15T06:17:38,2015-04-15T19:35:15,0.89,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-04-16,16.7,10.5,13.6,16.7,10.5,13.6,-4,31.6,0,0,0,,0,0,31.7,18.4,107.2,1029.3,23.5,16,238.3,20.6,8,,2015-04-16T06:16:07,2015-04-16T19:36:18,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-04-17,21.3,12.9,16.6,21.3,12.9,16.6,10,66.1,1.749,100,12.5,rain,0,0,37.4,20.5,241.9,1017.3,79.9,15.4,195.8,16.9,7,,2015-04-17T06:14:36,2015-04-17T19:37:21,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-04-18,25.4,14.6,19.9,25.4,14.6,19.9,4.9,39.8,0,0,0,,0,0,40.7,18.2,307.1,1013.9,18.1,16,301.8,26.3,9,,2015-04-18T06:13:06,2015-04-18T19:38:24,0,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-04-19,18,8.9,13.2,18,6.4,12.9,-1.7,37,0,0,0,,0,0,36.7,22.3,96.5,1022.3,20.9,16,271.9,23.7,9,,2015-04-19T06:11:37,2015-04-19T19:39:26,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-04-20,13.6,8,10.7,13.6,5.2,9.7,8.8,88.3,29.627,100,41.67,rain,0,0,52.7,25.4,91.5,1009.8,94.7,7.1,120.9,10.3,4,,2015-04-20T06:10:08,2015-04-20T19:40:29,0.06,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-04-21,18.1,11,14.4,18.1,11,14.4,4.8,61.3,7.794,100,37.5,rain,0,0,42.6,31.7,275.2,1003.7,54.7,12,287.1,24.8,9,,2015-04-21T06:08:41,2015-04-21T19:41:32,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-04-22,20.2,11.1,14,20.2,11.1,14,2.2,46.2,1.736,100,20.83,rain,0,0,50.7,30.6,215.6,1005.4,46,15.4,267,22.9,8,,2015-04-22T06:07:14,2015-04-22T19:42:35,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-04-23,10.2,5.7,7.6,10.2,2.5,4.8,-4,44.4,0,0,0,,0,0,48.6,27.5,288.9,1007,50.9,16,254.4,21.9,7,,2015-04-23T06:05:48,2015-04-23T19:43:38,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-04-24,10.5,3.9,6.2,10.5,-1.2,2.8,-7.3,37.8,0,0,0,,0,0,58.3,31.7,320.2,1011.2,63.5,16,264.7,22.8,8,,2015-04-24T06:04:24,2015-04-24T19:44:41,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-04-25,15.5,3.5,9,15.5,-0.4,7.3,-4.8,39.2,0,0,0,,0,0,37.1,25.9,297.7,1009.7,12.9,16,282.3,24.5,9,,2015-04-25T06:03:00,2015-04-25T19:45:44,0.25,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-04-26,16.2,8,12.3,16.2,6,11.7,-2.5,36.7,0,0,0,,0,0,38.9,29.5,30.4,1005,45.6,16,307.5,26.6,10,,2015-04-26T06:01:37,2015-04-26T19:46:46,0.26,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-04-27,15.7,9.4,12.4,15.7,7.7,12.1,-0.7,40.9,0,0,0,,0,0,46.4,25.9,316.8,1004.7,84.7,16,283.3,24.5,9,,2015-04-27T06:00:15,2015-04-27T19:47:49,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-04-28,20.8,10.2,15.5,20.8,10.2,15.5,1.6,41.1,0,0,0,,0,0,44.5,26.1,1.6,1007.2,37.9,16,315.9,27.4,10,,2015-04-28T05:58:54,2015-04-28T19:48:52,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-04-29,24.7,11.1,17.3,24.7,11.1,17.3,3.3,42.2,0,0,0,,0,0,50,20.2,333.4,1005.5,18.7,16,315.6,27.3,9,,2015-04-29T05:57:35,2015-04-29T19:49:54,0.35,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-04-30,18,8.7,12.7,18,6.1,12,3.7,56.2,0,0,0,,0,0,33.5,22.3,77.7,1008.9,41.7,16,274.8,23.8,8,,2015-04-30T05:56:16,2015-04-30T19:50:57,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-05-01,15.8,9.2,11.6,15.8,7.4,11.3,4,59.9,0,0,0,,0,0,29.5,15.7,98,1014.3,84.7,16,226.8,19.6,7,,2015-05-01T05:54:59,2015-05-01T19:51:59,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-05-02,21.2,9.2,12.8,21.2,8.7,12.7,4.4,58.1,0,0,0,,0,0,35.8,18.9,164.6,1015.2,31.4,15.9,323.8,27.8,10,,2015-05-02T05:53:42,2015-05-02T19:53:01,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-05-03,25,10.7,17.1,25,10.7,17.1,3.2,41.4,0,0,0,,0,0,35.3,22.3,186.6,1018.3,19.2,16,314.5,26.9,10,,2015-05-03T05:52:27,2015-05-03T19:54:03,0.5,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-05-04,28.6,13.7,21.3,27.3,13.7,21,7.1,43.8,0,0,0,,0,0,42.5,21.1,176.8,1021.4,7.8,15.3,320.5,27.6,9,,2015-05-04T05:51:14,2015-05-04T19:55:05,0.52,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-05-05,28.1,18.9,22.8,27.5,18.9,22.7,10,44.6,0,0,0,,0,0,31.7,19.9,244.4,1021.5,40.3,16,224.1,19.4,7,,2015-05-05T05:50:01,2015-05-05T19:56:07,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-05-06,21.8,16.1,19,21.8,16.1,19,5.5,41.7,0,0,0,,0,0,35.3,19.5,49.6,1024,69.2,16,158,13.6,5,,2015-05-06T05:48:50,2015-05-06T19:57:08,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-05-07,25.5,13.1,18.7,25.5,13.1,18.7,6.9,49.3,0,0,0,,0,0,29.5,14.1,175.5,1022.3,6.1,15.9,330.4,28.6,10,,2015-05-07T05:47:40,2015-05-07T19:58:09,0.63,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-05-08,26.9,13.2,19.3,26.9,13.2,19.3,11.4,63.6,0,0,0,,0,0,33.5,22.3,152.8,1020.7,13.8,10.8,328.3,28.5,9,,2015-05-08T05:46:32,2015-05-08T19:59:10,0.66,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-05-09,19.4,13.3,15.9,19.4,13.3,15.9,12.7,81.1,0.08,100,4.17,rain,0,0,,13.1,67.5,1024.8,92.4,7.5,239.9,20.8,6,,2015-05-09T05:45:25,2015-05-09T20:00:11,0.7,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-05-10,27.9,15.4,21.7,28.9,15.4,21.8,16.2,72.5,0,0,0,,0,0,29.5,27.7,190.2,1022.2,65,11.5,318.7,27.6,9,,2015-05-10T05:44:19,2015-05-10T20:01:11,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-05-11,28,21.4,23.6,29,21.4,23.8,18.4,72.9,0,0,0,,0,0,37.1,27.7,182.4,1018.7,49.8,13.6,312.5,27,9,,2015-05-11T05:43:15,2015-05-11T20:02:11,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-05-12,29.5,19.4,24.6,28.9,19.4,24.4,14.8,59,0,0,0,,0,0,53.6,35.3,263.4,1010.3,48.5,14,244.5,21.1,7,,2015-05-12T05:42:13,2015-05-12T20:03:11,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-05-13,19.8,12.9,16.6,19.8,12.9,16.6,3.9,43.1,0,0,0,,0,0,46.4,25.9,312.4,1017.8,54.3,16,319.5,27.5,10,,2015-05-13T05:41:12,2015-05-13T20:04:10,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-05-14,22.5,10.3,16,22.5,10.3,16,0.6,38.1,0,0,0,,0,0,31.7,22.3,4.5,1027.1,9.1,16,350.6,30.2,10,,2015-05-14T05:40:12,2015-05-14T20:05:09,0.87,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-05-15,23.4,13,17.4,23.4,13,17.4,4.2,42.3,0,0,0,,0,0,49.7,19.3,209.3,1025,32.4,15.9,251.7,21.8,8,,2015-05-15T05:39:14,2015-05-15T20:06:07,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-05-16,22.9,14.3,18.8,22.9,14.3,18.8,12.8,69.7,6.216,100,25,rain,0,0,,13,192.8,1021.1,77,13.4,189.1,16.3,6,,2015-05-16T05:38:18,2015-05-16T20:07:05,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-05-17,27.9,16.2,22.7,28.4,16.2,22.8,17.4,73.9,1.877,100,20.83,rain,0,0,,9.4,63.8,1019.8,56.2,10.6,256.2,22.1,8,,2015-05-17T05:37:23,2015-05-17T20:08:02,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-05-18,23.6,15.4,18.1,23.6,15.4,18.1,13.7,76.3,0,0,0,,0,0,40.7,20.2,63,1020.6,77.1,11.3,274.7,23.9,9,,2015-05-18T05:36:30,2015-05-18T20:08:58,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-05-19,26.3,14.4,18.6,26.3,14.4,18.6,14.4,77.5,0.08,100,4.17,rain,0,0,,13.7,80.7,1012.9,67.3,8.3,142.5,12.2,4,,2015-05-19T05:35:39,2015-05-19T20:09:55,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-05-20,21.6,13.4,15.7,21.6,13.4,15.7,4.3,47.3,0,0,0,,0,0,50,29.5,315.9,1012.4,35.7,16,322.1,27.8,10,,2015-05-20T05:34:49,2015-05-20T20:10:50,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-05-21,16.1,11.4,13.6,16.1,11.4,13.6,2.9,48.8,0,0,0,,0,0,,16.6,223.6,1014.7,74.9,16,196.3,16.9,6,,2015-05-21T05:34:01,2015-05-21T20:11:45,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-05-22,22.5,12.7,17.5,22.5,12.7,17.5,4.7,45.3,0,0,0,,0,0,51,22.3,297.7,1013.4,59.5,16,338.1,29.3,10,,2015-05-22T05:33:15,2015-05-22T20:12:39,0.14,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-05-23,20.5,9.5,14.7,20.5,8.1,14.6,-1.4,34.4,0,0,0,,0,0,56.7,21.3,306.1,1027,3,16,366.1,31.7,10,,2015-05-23T05:32:31,2015-05-23T20:13:32,0.18,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-05-24,26.9,13.4,19.7,26.6,13.4,19.7,5.9,42.3,0,0,0,,0,0,38.9,27.7,214.1,1026.1,15.6,16,337.2,29.2,10,,2015-05-24T05:31:48,2015-05-24T20:14:24,0.21,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-05-25,28.9,18.4,23.5,28.6,18.4,23.4,12.5,51,0,0,0,,0,0,40.7,24.1,196.4,1023.3,20.6,16,290.2,25.1,8,,2015-05-25T05:31:08,2015-05-25T20:15:16,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-05-26,30.3,19.4,24.3,30.3,19.4,24.3,14.4,54.7,0,0,0,,0,0,37.1,25.9,203.9,1021.7,17.1,16,251.8,21.7,9,,2015-05-26T05:30:29,2015-05-26T20:16:06,0.27,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2015-05-27,28.1,21.1,23.7,29.4,21.1,23.8,17.5,69,1.688,100,12.5,rain,0,0,42.5,35.3,189.2,1020.6,53.5,14.2,302.7,25.9,9,,2015-05-27T05:29:52,2015-05-27T20:16:56,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KLGA,KNYC,72503014732"
